verse_index,verse_id,chapter_number,verse_number,chapter_verses,verse_id_arabic,english_1989,arabic_uthmani,pdf_page_1989,printed_page_1989,english_bbox,english_transcription_source,english_transcription_note,arabic_alignment_note
3649,34:13,34,13,54,١٣:٣٤,"They made for him anything he wanted—niches, statues, deep pools, and heavy cooking pots. O family of David, work (righteousness) to show your appreciation—only a few of My servants are appreciative.",يَعْمَلُونَ لَهُۥ مَا يَشَآءُ مِن مَّحَـٰرِيبَ وَتَمَـٰثِيلَ وَجِفَانٍ كَٱلْجَوَابِ وَقُدُورٍ رَّاسِيَـٰتٍ ۚ ٱعْمَلُوٓا۟ ءَالَ دَاوُۥدَ شُكْرًا ۚ وَقَلِيلٌ مِّنْ عِبَادِىَ ٱلشَّكُورُ,448,429,"[41.4, 480.352, 385.156, 549.702]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3650,34:14,34,14,54,١٤:٣٤,"When the appointed time for his death came, they had no clue that he had died. It was only when one of the animals knocked away his staff, and he fell down, that the jinns realized that he was dead. They also realized that if they really knew the unseen, they would have stopped working so hard when he died.",فَلَمَّا قَضَيْنَا عَلَيْهِ ٱلْمَوْتَ مَا دَلَّهُمْ عَلَىٰ مَوْتِهِۦٓ إِلَّا دَآبَّةُ ٱلْأَرْضِ تَأْكُلُ مِنسَأَتَهُۥ ۖ فَلَمَّا خَرَّ تَبَيَّنَتِ ٱلْجِنُّ أَن لَّوْ كَانُوا۟ يَعْلَمُونَ ٱلْغَيْبَ مَا لَبِثُوا۟ فِى ٱلْعَذَابِ ٱلْمُهِينِ,448,429,"[40.7, 575.602, 369.422, 659.252]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3651,34:15,34,15,54,١٥:٣٤,"Sheba’s homeland used to be a marvel, with two gardens on the right and the left. Eat from your Lord’s provisions, and be appreciative of Him. Good land, and a forgiving Lord.",لَقَدْ كَانَ لِسَبَإٍ فِى مَسْكَنِهِمْ ءَايَةٌ ۖ جَنَّتَانِ عَن يَمِينٍ وَشِمَالٍ ۖ كُلُوا۟ مِن رِّزْقِ رَبِّكُمْ وَٱشْكُرُوا۟ لَهُۥ ۚ بَلْدَةٌ طَيِّبَةٌ وَرَبٌّ غَفُورٌ,449,430,"[39.5, 44.151, 375.432, 99.352]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3652,34:16,34,16,54,١٦:٣٤,"They turned away and, consequently, we poured upon them a disastrous flood, and we substituted their two gardens into two gardens of bad tasting fruits, thorny plants, and a small yield.",فَأَعْرَضُوا۟ فَأَرْسَلْنَا عَلَيْهِمْ سَيْلَ ٱلْعَرِمِ وَبَدَّلْنَـٰهُم بِجَنَّتَيْهِمْ جَنَّتَيْنِ ذَوَاتَىْ أُكُلٍ خَمْطٍ وَأَثْلٍ وَشَىْءٍ مِّن سِدْرٍ قَلِيلٍ,449,430,"[39.95, 108.352, 269.836, 178.051]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3653,34:17,34,17,54,١٧:٣٤,We thus requited them for their disbelief. Do we not requite the disbeliever?,ذَٰلِكَ جَزَيْنَـٰهُم بِمَا كَفَرُوا۟ ۖ وَهَلْ نُجَـٰزِىٓ إِلَّا ٱلْكَفُورَ,449,430,"[40.2, 186.952, 223.98, 227.501]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3654,34:18,34,18,54,١٨:٣٤,"We placed between them and the communities that we blessed other oases, and we secured the journey between them: “Travel therein days and nights in complete security.”",وَجَعَلْنَا بَيْنَهُمْ وَبَيْنَ ٱلْقُرَى ٱلَّتِى بَـٰرَكْنَا فِيهَا قُرًى ظَـٰهِرَةً وَقَدَّرْنَا فِيهَا ٱلسَّيْرَ ۖ سِيرُوا۟ فِيهَا لَيَالِىَ وَأَيَّامًا ءَامِنِينَ,449,430,"[40.45, 236.152, 241.952, 305.5]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3655,34:19,34,19,54,١٩:٣٤,"But they (turned unappreciative and) challenged: “Our Lord, we do not care if You increase the distance of our journeys (without any stations).” They thus wronged their own souls. Consequently, we made them history, and scattered them into small communities throughout the land. This should provide lessons for those who are steadfast, appreciative.",فَقَالُوا۟ رَبَّنَا بَـٰعِدْ بَيْنَ أَسْفَارِنَا وَظَلَمُوٓا۟ أَنفُسَهُمْ فَجَعَلْنَـٰهُمْ أَحَادِيثَ وَمَزَّقْنَـٰهُمْ كُلَّ مُمَزَّقٍ ۚ إِنَّ فِى ذَٰلِكَ لَـَٔايَـٰتٍ لِّكُلِّ صَبَّارٍ شَكُورٍ,449,430,"[40.7, 313.898, 251.844, 454.401]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3638,34:2,34,2,54,٢:٣٤,"He knows everything that goes into the earth, and everything that comes out of it, and everything that comes down from the sky, and everything that climbs into it. And He is the Most Merciful, the Forgiving.",يَعْلَمُ مَا يَلِجُ فِى ٱلْأَرْضِ وَمَا يَخْرُجُ مِنْهَا وَمَا يَنزِلُ مِنَ ٱلسَّمَآءِ وَمَا يَعْرُجُ فِيهَا ۚ وَهُوَ ٱلرَّحِيمُ ٱلْغَفُورُ,447,428,"[39.5, 196.637, 247.708, 267.948]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3656,34:20,34,20,54,٢٠:٣٤,"Satan found them readily fulfilling his expectations. They followed him, except a few believers.",وَلَقَدْ صَدَّقَ عَلَيْهِمْ إِبْلِيسُ ظَنَّهُۥ فَٱتَّبَعُوهُ إِلَّا فَرِيقًا مِّنَ ٱلْمُؤْمِنِينَ,449,430,"[39.95, 463.051, 246.42, 503.5]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3657,34:21,34,21,54,٢١:٣٤,He never had any power over them. But we thus distinguish those who believe in the Hereafter from those who are doubtful about it. Your Lord is in full control of all things.,وَمَا كَانَ لَهُۥ عَلَيْهِم مِّن سُلْطَـٰنٍ إِلَّا لِنَعْلَمَ مَن يُؤْمِنُ بِٱلْءَاخِرَةِ مِمَّنْ هُوَ مِنْهَا فِى شَكٍّ ۗ وَرَبُّكَ عَلَىٰ كُلِّ شَىْءٍ حَفِيظٌ,449,430,"[40.2, 512.151, 265.286, 581.352]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3658,34:22,34,22,54,٢٢:٣٤,"Say, “Implore the idols you set up besides GOD. They do not possess as much as a single atom in the heavens, nor the earth. They possess no partnership therein, nor does He use any of them as an assistant.”",قُلِ ٱدْعُوا۟ ٱلَّذِينَ زَعَمْتُم مِّن دُونِ ٱللَّهِ ۖ لَا يَمْلِكُونَ مِثْقَالَ ذَرَّةٍ فِى ٱلسَّمَـٰوَٰتِ وَلَا فِى ٱلْأَرْضِ وَمَا لَهُمْ فِيهِمَا مِن شِرْكٍ وَمَا لَهُۥ مِنْهُم مِّن ظَهِيرٍ,449,430,"[40.2, 590.089, 312.813, 660.201]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3659,34:23,34,23,54,٢٣:٣٤,"Intercession with Him is in vain, unless it coincides with His will. When their minds are finally settled down, and they ask, “What did your Lord say,” they will say, “The truth.” He is the Most High, the Most Great",وَلَا تَنفَعُ ٱلشَّفَـٰعَةُ عِندَهُۥٓ إِلَّا لِمَنْ أَذِنَ لَهُۥ ۚ حَتَّىٰٓ إِذَا فُزِّعَ عَن قُلُوبِهِمْ قَالُوا۟ مَاذَا قَالَ رَبُّكُمْ ۖ قَالُوا۟ ٱلْحَقَّ ۖ وَهُوَ ٱلْعَلِىُّ ٱلْكَبِيرُ,450,431,"[41.4, 66.698, 473.798, 107.351]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3660,34:24,34,24,54,٢٤:٣٤,"Say, “Who provides for you, from the heavens and the earth?” Say, “GOD,” and “Either we or you are guided, or far astray.”",قُلْ مَن يَرْزُقُكُم مِّنَ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ ۖ قُلِ ٱللَّهُ ۖ وَإِنَّآ أَوْ إِيَّاكُمْ لَعَلَىٰ هُدًى أَوْ فِى ضَلَـٰلٍ مُّبِينٍ,450,431,"[41.65, 115.901, 387.283, 143.489]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3661,34:25,34,25,54,٢٥:٣٤,"Say, “You are not responsible for our crimes, nor are we responsible for what you do.”",قُل لَّا تُسْـَٔلُونَ عَمَّآ أَجْرَمْنَا وَلَا نُسْـَٔلُ عَمَّا تَعْمَلُونَ,450,431,"[41.65, 151.901, 414.754, 177.45]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3662,34:26,34,26,54,٢٦:٣٤,"Say, “Our Lord will summon all of us then He will judge between us truth fully. He is the Judge, the Knower.”",قُلْ يَجْمَعُ بَيْنَنَا رَبُّنَا ثُمَّ يَفْتَحُ بَيْنَنَا بِٱلْحَقِّ وَهُوَ ٱلْفَتَّاحُ ٱلْعَلِيمُ,450,431,"[41.9, 186.351, 254.048, 226.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3663,34:27,34,27,54,٢٧:٣٤,"Say, “Show me the idols you set up as partners with Him!” Say, “No; He is the one GOD, the Almighty, Most Wise.” God’s Messenger of the Covenant",قُلْ أَرُونِىَ ٱلَّذِينَ أَلْحَقْتُم بِهِۦ شُرَكَآءَ ۖ كَلَّا ۚ بَلْ هُوَ ٱللَّهُ ٱلْعَزِيزُ ٱلْحَكِيمُ,450,431,"[41.65, 235.051, 244.159, 313.269]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3664,34:28,34,28,54,٢٨:٣٤,"We have sent you (O Rashad)* to all the people, a bearer of good news, as well as a warner, but most people do not know.",وَمَآ أَرْسَلْنَـٰكَ إِلَّا كَآفَّةً لِّلنَّاسِ بَشِيرًا وَنَذِيرًا وَلَـٰكِنَّ أَكْثَرَ ٱلنَّاسِ لَا يَعْلَمُونَ,450,431,"[41.65, 313.269, 240.374, 368.35]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3665,34:29,34,29,54,٢٩:٣٤,"They challenge, “When will this promise come to pass, if you are truthful?”",وَيَقُولُونَ مَتَىٰ هَـٰذَا ٱلْوَعْدُ إِن كُنتُمْ صَـٰدِقِينَ,450,431,"[41.4, 376.751, 225.912, 417.151]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3639,34:3,34,3,54,٣:٣٤,"Those who disbelieved said, “The Hour will never come to pass!” Say, “Absolutely, by my Lord, it will inevitably come to you. He is the Knower of the future. Not even the equivalent of an atom’s weight is hidden from Him, be it in the heavens or the earth. Not even smaller than that, or larger (is hidden). All are in a profound record.”",وَقَالَ ٱلَّذِينَ كَفَرُوا۟ لَا تَأْتِينَا ٱلسَّاعَةُ ۖ قُلْ بَلَىٰ وَرَبِّى لَتَأْتِيَنَّكُمْ عَـٰلِمِ ٱلْغَيْبِ ۖ لَا يَعْزُبُ عَنْهُ مِثْقَالُ ذَرَّةٍ فِى ٱلسَّمَـٰوَٰتِ وَلَا فِى ٱلْأَرْضِ وَلَآ أَصْغَرُ مِن ذَٰلِكَ وَلَآ أَكْبَرُ إِلَّا فِى كِتَـٰبٍ مُّبِينٍ,447,428,"[39.7, 282.701, 249.782, 430.9]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3666,34:30,34,30,54,٣٠:٣٤,"Say, “You have a specific time, on a specific day, that you cannot delay by one hour, nor advance.”",قُل لَّكُم مِّيعَادُ يَوْمٍ لَّا تَسْتَـْٔخِرُونَ عَنْهُ سَاعَةً وَلَا تَسْتَقْدِمُونَ,450,431,"[41.15, 425.851, 233.87, 466.75]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3667,34:31,34,31,54,٣١:٣٤,"Those who disbelieved said, “We will not believe in this Quran, nor in the previous scriptures.” If you could only envision these transgressors when they stand before their Lord! They will argue with one another back and forth. The followers will tell their leaders, “If it were not for you, we would have been believers.”",وَقَالَ ٱلَّذِينَ كَفَرُوا۟ لَن نُّؤْمِنَ بِهَـٰذَا ٱلْقُرْءَانِ وَلَا بِٱلَّذِى بَيْنَ يَدَيْهِ ۗ وَلَوْ تَرَىٰٓ إِذِ ٱلظَّـٰلِمُونَ مَوْقُوفُونَ عِندَ رَبِّهِمْ يَرْجِعُ بَعْضُهُمْ إِلَىٰ بَعْضٍ ٱلْقَوْلَ يَقُولُ ٱلَّذِينَ ٱسْتُضْعِفُوا۟ لِلَّذِينَ ٱسْتَكْبَرُوا۟ لَوْلَآ أَنتُمْ لَكُنَّا مُؤْمِنِينَ,450,431,"[40.9, 475.551, 468.05, 573.801]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3668,34:32,34,32,54,٣٢:٣٤,"The leaders said to those who followed them, “Are we the ones who diverted you from the guidance after it came to you? No; it is you who were criminals.”",قَالَ ٱلَّذِينَ ٱسْتَكْبَرُوا۟ لِلَّذِينَ ٱسْتُضْعِفُوٓا۟ أَنَحْنُ صَدَدْنَـٰكُمْ عَنِ ٱلْهُدَىٰ بَعْدَ إِذْ جَآءَكُم ۖ بَلْ كُنتُم مُّجْرِمِينَ,451,432,"[39.25, 66.201, 293.818, 121.402]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
